Timestamp,Gender,Level of Study,What is your current CGPA range?,What CGPA are you working towards having?,Do you study regularly or mostly during examinations?,Where do you mostly study?,Is your hostel/study area conducive for studying?,How often do you attend lectures?,How helpful do you find lectures?,How often do your lecturer's focus on your learning than just delivering a lecture?,How often do you submit assignments on time?,On average, how many hours do you spend on social media everyday?,Does financial stress affect your academic performance?,I feel academically stressed most of the time,What are the main challenges that affect your academic performance?  (Select all that apply)
2026-06-08 09:27:56.115000,Female,300 Level,3.50 – 4.49 (Second class upper),4.50 – 5.00 (First class),Mostly during exams or for a test,Other,Not conducive,0.9,0.2,0.5,0.75,More than 6 hours,Moderately (you can eat twice per day with few expenses),Disagree (I occasionally feel stressed, but it does not affect me significantly),"Distractions (noise, social activities, roommates, etc.), Lack of motivation, Poor time management"
2026-06-08 09:42:52.481000,Male,100 Level,1.50 – 2.39 (Third class),4.50 – 5.00 (First class),Regularly,Hostel room,Neutral,0.9,0.75,0.75,0.75,1–3 hours,Significantly (you can eat only once per day with no other expenses),Agree (I often feel stressed, but I can usually manage it),Difficulty understanding course content
2026-06-08 09:42:55.081000,Female,100 Level,4.50 – 5.00 (First class),4.50 – 5.00 (First class),Mostly during exams or for a test,Hostel room,Neutral,0.9,0.5,0.25,0.75,1–3 hours,Significantly (you can eat only once per day with no other expenses),Strongly Agree (I feel overwhelmed most of the time and struggle to cope),Lack of academic support from lecturers
2026-06-08 09:42:59.451000,Female,100 Level,4.50 – 5.00 (First class),4.50 – 5.00 (First class),Regularly,Other,Very conducive,0.9,0.75,0.75,0.5,More than 6 hours,Moderately (you can eat twice per day with few expenses),Strongly Agree (I feel overwhelmed most of the time and struggle to cope),Lack of motivation
2026-06-08 09:43:00.310000,Female,100 Level,,4.50 – 5.00 (First class),Regularly,Common room,Neutral,0.9,0.75,0.75,0.75,1–3 hours,Not at all (you can eat 3 times per day with any expenses),Agree (I often feel stressed, but I can usually manage it),Too many academic workload demands
2026-06-08 09:43:01.312000,Male,100 Level,3.50 – 4.49 (Second class upper),4.50 – 5.00 (First class),Mostly during exams or for a test,Classroom,Very poor,0.9,0.3,0.5,0.75,4–6 hours,Moderately (you can eat twice per day with few expenses),Agree (I often feel stressed, but I can usually manage it),"Distractions (noise, social activities, roommates, etc.), Poor time management, Other"
2026-06-08 09:43:12.792000,Male,100 Level,2.40 – 3.49 (Second class lower),4.50 – 5.00 (First class),Regularly,Library,Neutral,0.9,0.5,0.75,0.75,1–3 hours,Slightly (you can eat 3 times per day with few expenses),Agree (I often feel stressed, but I can usually manage it),"Difficulty understanding course content, Lack of academic support from lecturers, Health/personal issues"
2026-06-08 09:43:15.962000,Male,100 Level,1.50 – 2.39 (Third class),3.50 – 4.49 (Second class upper),Mostly during exams or for a test,Hostel room,Neutral,0.9,0.5,0.75,0.75,More than 6 hours,Moderately (you can eat twice per day with few expenses),Agree (I often feel stressed, but I can usually manage it),Poor time management
2026-06-08 09:43:25.382000,Female,100 Level,3.50 – 4.49 (Second class upper),4.50 – 5.00 (First class),Mostly during exams or for a test,Hostel room,Neutral,0.9,0.3,0.5,0.75,4–6 hours,Slightly (you can eat 3 times per day with few expenses),Agree (I often feel stressed, but I can usually manage it),"Difficulty understanding course content, Other"
2026-06-08 09:43:26.532000,Male,100 Level,3.50 – 4.49 (Second class upper),4.50 – 5.00 (First class),Mostly during exams or for a test,Hostel room,Neutral,0.75,0.3,0.5,0.75,4–6 hours,Slightly (you can eat 3 times per day with few expenses),Agree (I often feel stressed, but I can usually manage it),"Difficulty understanding course content, Lack of academic support from lecturers, Lack of motivation, Poor time management"
2026-06-08 09:43:33.828000,Female,100 Level,3.50 – 4.49 (Second class upper),4.50 – 5.00 (First class),Mostly during exams or for a test,Hostel room,Neutral,0.9,0.5,0.5,0.75,4–6 hours,Moderately (you can eat twice per day with few expenses),Agree (I often feel stressed, but I can usually manage it),"Difficulty understanding course content, Distractions (noise, social activities, roommates, etc.), Too many academic workload demands, Lack of motivation, Poor time management"
